"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-16","0.00","0.0","0.0","60","71","50"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-17","0.00","0.0","0.0","51","61","40"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-18","0.00","0.0","0.0","48","56","38"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-19","0.00","0.0","0.0","45","49","36"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-20","0.00","0.0","0.0","39","47","29"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-21","0.00","0.0","0.0","38","52","28"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-22","0.00","0.0","0.0","49","66","40"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-23","0.00","0.0","0.0","58","62","54"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-24","0.95","0.0","0.0","60","64","38"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-25","0.00","0.0","0.0","40","50","33"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-26","0.00","0.0","0.0","44","61","32"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-27","0.18","0.0","0.0","56","76","42"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-28","0.00","0.0","0.0","47","51","42"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-29","0.00","0.0","0.0","45","57","33"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-30","0.82","0.0","0.0","51","71","40"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-31","0.35","0.0","0.0","59","68","50"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-01","0.00","0.0","0.0","50","55","40"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-02","0.00","0.0","0.0","43","50","31"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-03","0.00","0.0","0.0","40","62","26"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-04","0.00","0.0","0.0","49","58","32"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-05","0.00","0.0","0.0","36","47","26"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-06","0.16","0.0","0.0","49","64","39"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-07","0.08","0.0","0.0","43","47","34"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-08","0.07","0.0","0.0","37","45","29"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-09","0.00","0.0","0.0","34","41","27"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-10","0.53","0.0","0.0","41","63","30"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-11","1.07","0.0","0.0","52","55","36"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-12","0.00","0.0","0.0","42","53","32"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-13","0.00","0.0","0.0","47","59","37"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-14","0.00","0.0","0.0","52","67","39"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-15","0.00","0.0","0.0","58","75","42"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-16","0.00","0.0","0.0","65","77","51"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-17","0.00","0.0","0.0","67","80","51"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-18","0.00","0.0","0.0","69","83","52"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-19","0.00","0.0","0.0","69","81","55"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-20","0.01","0.0","0.0","66","80","53"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-21","1.41","0.0","0.0","62","68","54"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-22","0.37","0.0","0.0","58","67","50"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-23","0.00","0.0","0.0","55","66","49"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-24","0.00","0.0","0.0","59","76","46"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-25","0.00","0.0","0.0","67","79","57"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-26","0.19","0.0","0.0","71","82","60"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-27","0.35","0.0","0.0","57","61","49"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-28","0.69","0.0","0.0","61","75","51"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-29","0.00","0.0","0.0","57","64","49"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-04-30","0.93","0.0","0.0","55","63","50"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-01","1.21","0.0","0.0","66","77","55"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-02","0.08","0.0","0.0","56","59","51"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-03","0.28","0.0","0.0","54","63","50"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-04","0.08","0.0","0.0","53","57","43"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-05","0.02","0.0","0.0","48","63","41"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-06","0.00","0.0","0.0","57","72","43"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-07","0.02","0.0","0.0","63","74","50"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-08","0.17","0.0","0.0","53","61","43"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-09","0.37","0.0","0.0","56","62","52"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-10","0.11","0.0","0.0","64","72","59"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-11","0.11","0.0","0.0","67","82","61"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-12","0.32","0.0","0.0","67","75","56"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-13","0.07","0.0","0.0","59","68","49"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-14","0.25","0.0","0.0","51","56","41"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-15","0.00","0.0","0.0","48","58","39"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-16","0.00","0.0","0.0","49","62","36"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-17","0.12","0.0","0.0","54","57","50"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-18","0.00","0.0","0.0","58","69","52"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-19","0.00","0.0","0.0","59","71","45"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-20","0.09","0.0","0.0","62","68","56"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-21","0.21","0.0","0.0","62","73","55"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-22","0.00","0.0","0.0","65","81","47"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-23","0.00","0.0","0.0","66","78","50"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-24","0.00","0.0","0.0","70","82","54"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-25","0.00","0.0","0.0","74","84","65"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-26","0.23","0.0","0.0","71","77","65"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-27","0.00","0.0","0.0","72","85","65"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-28","0.00","0.0","0.0","76","83","71"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-29","0.00","0.0","0.0","75","85","68"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-30","0.00","0.0","0.0","74","86","61"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-05-31","0.00","0.0","0.0","76","87","65"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-01","0.25","0.0","0.0","74","84","67"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-02","0.00","0.0","0.0","73","84","65"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-03","0.00","0.0","0.0","72","82","62"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-04","0.60","0.0","0.0","69","73","64"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-05","0.00","0.0","0.0","70","77","65"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-06","0.00","0.0","0.0","72","84","60"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-07","0.00","0.0","0.0","67","74","57"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-08","0.00","0.0","0.0","65","76","51"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-09","0.00","0.0","0.0","69","81","57"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-10","0.00","0.0","0.0","76","88","67"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-11","0.00","0.0","0.0","81","92","69"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-12","0.00","0.0","0.0","81","92","70"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-13","0.00","0.0","0.0","76","90","63"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-14","0.82","0.0","0.0","74","79","66"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-15","1.52","0.0","0.0","75","90","67"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-16","0.00","0.0","0.0","74","84","67"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-17","0.00","0.0","0.0","74","86","64"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-18","0.00","0.0","0.0","77","87","65"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-19","0.00","0.0","0.0","77","88","67"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-20","0.74","0.0","0.0","81","90","72"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-21","0.02","0.0","0.0","77","84","70"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-22","0.37","0.0","0.0","71","82","65"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-23","0.00","0.0","0.0","82","91","72"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-24","0.00","0.0","0.0","76","85","67"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-25","0.00","0.0","0.0","78","87","67"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-26","0.21","0.0","0.0","82","91","72"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-27","0.00","0.0","0.0","79","90","71"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-28","0.00","0.0","0.0","75","79","59"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-29","0.00","0.0","0.0","67","79","56"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-06-30","0.00","0.0","0.0","70","79","58"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-01","0.00","0.0","0.0","74","80","61"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-02","0.00","0.0","0.0","64","72","53"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-03","0.78","0.0","0.0","65","67","62"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-04","0.05","0.0","0.0","68","76","65"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-05","0.04","0.0","0.0","75","84","69"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-06","0.51","0.0","0.0","75","84","68"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-07","0.00","0.0","0.0","74","81","69"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-08","0.00","0.0","0.0","77","89","68"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-09","0.00","0.0","0.0","76","82","64"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-10","0.00","0.0","0.0","72","85","60"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-11","0.00","0.0","0.0","76","87","66"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-12","0.44","0.0","0.0","78","87","70"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-13","0.77","0.0","0.0","78","90","69"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-14","0.02","0.0","0.0","75","88","67"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-15","0.00","0.0","0.0","78","86","69"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-16","0.00","0.0","0.0","71","81","62"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-17","0.01","0.0","0.0","75","87","65"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-18","2.71","0.0","0.0","76","82","67"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-19","0.00","0.0","0.0","79","89","71"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-20","0.04","0.0","0.0","80","87","71"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-21","0.00","0.0","0.0","81","90","73"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-22","0.00","0.0","0.0","82","90","77"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-23","0.00","0.0","0.0","81","90","72"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-24","0.00","0.0","0.0","84","92","77"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-25","0.00","0.0","0.0","81","90","72"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-26","0.13","0.0","0.0","78","84","73"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-27","0.00","0.0","0.0","79","90","70"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-28","0.00","0.0","0.0","80","88","72"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-29","0.16","0.0","0.0","77","87","69"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-30","0.00","0.0","0.0","76","86","68"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-07-31","0.00","0.0","0.0","77","86","67"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-01","0.00","0.0","0.0","77","86","70"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-02","0.00","0.0","0.0","79","91","69"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-03","0.00","0.0","0.0","81","90","72"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-04","0.00","0.0","0.0","81","92","74"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-05","0.00","0.0","0.0","80","91","72"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-06","0.00","0.0","0.0","79","86","73"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-07","0.00","0.0","0.0","76","88","66"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-08","0.00","0.0","0.0","77","88","70"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-09","0.00","0.0","0.0","79","91","69"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-10","0.66","0.0","0.0","80","86","75"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-11","0.00","0.0","0.0","82","93","76"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-12","0.00","0.0","0.0","82","90","76"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-13","0.76","0.0","0.0","78","80","73"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-14","1.23","0.0","0.0","73","76","68"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-15","0.83","0.0","0.0","73","78","71"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-16","0.14","0.0","0.0","75","79","71"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-17","0.00","0.0","0.0","74","84","70"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-18","0.00","0.0","0.0","75","86","69"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-19","0.00","0.0","0.0","77","86","72"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-20","0.49","0.0","0.0","74","84","70"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-21","0.00","0.0","0.0","71","79","62"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-22","0.00","0.0","0.0","69","79","58"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-23","0.00","0.0","0.0","71","81","62"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-24","0.01","0.0","0.0","75","87","69"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-25","0.00","0.0","0.0","81","90","75"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-26","1.82","0.0","0.0","80","92","72"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-27","0.66","0.0","0.0","74","83","71"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-28","0.00","0.0","0.0","80","91","72"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-29","0.00","0.0","0.0","79","90","69"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-30","0.72","0.0","0.0","81","90","71"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-08-31","0.00","0.0","0.0","76","86","67"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-01","0.00","0.0","0.0","70","77","63"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-02","0.00","0.0","0.0","67","78","59"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-03","0.00","0.0","0.0","69","80","57"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-04","0.00","0.0","0.0","70","81","60"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-05","0.05","0.0","0.0","75","89","65"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-06","0.00","0.0","0.0","78","88","70"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-07","0.00","0.0","0.0","80","90","71"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-08","0.41","0.0","0.0","78","85","72"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-09","1.05","0.0","0.0","75","82","69"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-10","0.02","0.0","0.0","75","79","61"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-11","0.00","0.0","0.0","65","76","55"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-12","0.00","0.0","0.0","68","79","58"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-13","0.00","0.0","0.0","70","82","58"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-14","0.00","0.0","0.0","73","83","65"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-15","0.00","0.0","0.0","71","80","64"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-16","0.39","0.0","0.0","72","87","64"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-17","1.09","0.0","0.0","72","79","68"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-18","0.00","0.0","0.0","72","82","66"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-19","0.00","0.0","0.0","71","85","57"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-20","0.00","0.0","0.0","73","86","61"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-21","0.00","0.0","0.0","75","88","62"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-22","0.00","0.0","0.0","75","88","64"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-23","0.00","0.0","0.0","77","87","64"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-24","0.00","0.0","0.0","74","83","67"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-25","0.01","0.0","0.0","74","86","64"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-26","0.54","0.0","0.0","68","74","52"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-27","0.00","0.0","0.0","59","75","48"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-28","0.81","0.0","0.0","60","63","54"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-29","0.01","0.0","0.0","58","69","53"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-09-30","0.29","0.0","0.0","62","68","56"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-01","0.04","0.0","0.0","58","66","51"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-02","0.00","0.0","0.0","60","69","55"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-03","0.00","0.0","0.0","61","73","51"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-04","0.00","0.0","0.0","65","78","56"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-05","0.00","0.0","0.0","70","79","64"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-06","0.00","0.0","0.0","72","84","63"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-07","0.00","0.0","0.0","70","83","55"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-08","0.00","0.0","0.0","58","66","47"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-09","0.00","0.0","0.0","57","71","47"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-10","0.00","0.0","0.0","59","73","49"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-11","0.00","0.0","0.0","62","74","53"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-12","0.06","0.0","0.0","65","77","54"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-13","0.01","0.0","0.0","55","62","48"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-14","0.00","0.0","0.0","54","66","46"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-15","0.00","0.0","0.0","60","75","51"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-16","0.18","0.0","0.0","66","75","61"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-17","0.00","0.0","0.0","71","81","64"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-18","0.00","0.0","0.0","74","76","68"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-19","0.52","0.0","0.0","67","76","57"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-20","1.04","0.0","0.0","56","57","53"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-21","0.04","0.0","0.0","52","56","44"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-10-22","0.00","0.0","0.0","48","59","38"
