"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-08","0.00","0.0","0.0","74","83","64"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-09","0.01","0.0","0.0","75","81","69"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-10","0.00","0.0","0.0","77","86","70"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-11","0.00","0.0","0.0","74","85","66"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-12","0.00","0.0","0.0","71","81","58"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-13","0.00","0.0","0.0","72","85","59"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-14","0.00","0.0","0.0","74","84","65"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-15","0.22","0.0","0.0","75","85","67"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-16","0.11","0.0","0.0","75","85","68"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-17","0.15","0.0","0.0","74","84","68"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-18","0.00","0.0","0.0","73","84","65"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-19","0.61","0.0","0.0","76","85","67"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-20","0.00","0.0","0.0","69","77","59"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-21","0.00","0.0","0.0","68","81","56"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-22","0.00","0.0","0.0","71","80","60"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-23","0.00","0.0","0.0","74","84","62"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-24","0.00","0.0","0.0","67","76","55"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-25","0.00","0.0","0.0","64","74","52"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-26","0.00","0.0","0.0","68","78","62"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-27","0.00","0.0","0.0","68","78","58"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-28","0.00","0.0","0.0","69","80","59"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-29","0.00","0.0","0.0","72","82","65"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-30","0.00","0.0","0.0","76","87","69"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-08-31","0.00","0.0","0.0","76","87","67"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-01","0.00","0.0","0.0","77","86","70"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-02","0.00","0.0","0.0","78","90","68"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-03","0.00","0.0","0.0","79","91","69"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-04","0.03","0.0","0.0","80","94","69"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-05","0.00","0.0","0.0","77","91","67"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-06","0.00","0.0","0.0","78","92","66"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-07","0.00","0.0","0.0","80","92","69"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-08","0.00","0.0","0.0","81","91","71"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-09","0.18","0.0","0.0","72","74","67"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-10","0.00","0.0","0.0","72","84","62"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-11","0.27","0.0","0.0","65","65","58"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-12","0.00","0.0","0.0","60","68","51"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-13","0.00","0.0","0.0","58","72","46"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-14","0.00","0.0","0.0","62","77","50"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-15","0.00","0.0","0.0","67","82","54"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-16","0.00","0.0","0.0","69","82","56"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-17","0.00","0.0","0.0","71","83","58"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-18","0.37","0.0","0.0","72","83","63"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-19","0.58","0.0","0.0","71","73","56"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-20","0.00","0.0","0.0","62","74","53"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-21","0.00","0.0","0.0","63","76","52"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-22","0.00","0.0","0.0","66","81","53"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-23","0.00","0.0","0.0","69","83","56"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-24","0.00","0.0","0.0","69","83","57"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-25","0.00","0.0","0.0","69","84","58"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-26","0.00","0.0","0.0","68","76","62"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-27","0.00","0.0","0.0","68","77","61"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-28","0.00","0.0","0.0","71","84","63"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-29","0.27","0.0","0.0","72","73","61"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-09-30","0.00","0.0","0.0","63","69","56"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-01","0.00","0.0","0.0","58","66","50"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-02","0.14","0.0","0.0","56","63","49"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-03","0.05","0.0","0.0","49","50","47"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-04","0.00","0.0","0.0","58","76","50"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-05","0.00","0.0","0.0","64","75","55"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-06","0.00","0.0","0.0","64","75","56"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-07","0.00","0.0","0.0","64","78","55"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-08","0.00","0.0","0.0","68","79","60"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-09","0.00","0.0","0.0","65","67","50"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-10","0.00","0.0","0.0","55","68","44"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-11","0.00","0.0","0.0","57","74","44"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-12","0.00","0.0","0.0","64","79","53"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-13","0.00","0.0","0.0","58","66","49"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-14","0.00","0.0","0.0","54","67","41"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-15","0.00","0.0","0.0","54","73","38"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-16","0.00","0.0","0.0","53","62","40"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-17","0.00","0.0","0.0","44","53","33"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-18","0.00","0.0","0.0","44","60","30"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-19","0.00","0.0","0.0","50","68","36"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-20","0.00","0.0","0.0","59","73","46"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-21","0.00","0.0","0.0","62","76","50"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-22","0.00","0.0","0.0","67","82","58"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-23","0.00","0.0","0.0","64","75","55"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-24","0.12","0.0","0.0","67","73","53"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-25","0.00","0.0","0.0","55","62","46"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-26","0.00","0.0","0.0","52","65","41"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-27","0.91","0.0","0.0","53","55","47"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-28","0.51","0.0","0.0","56","64","45"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-29","0.00","0.0","0.0","45","51","38"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-30","0.00","0.0","0.0","46","51","43"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-10-31","0.09","0.0","0.0","48","59","44"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-01","0.01","0.0","0.0","56","67","47"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-02","0.00","0.0","0.0","56","71","44"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-03","0.00","0.0","0.0","59","73","44"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-04","0.00","0.0","0.0","63","76","50"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-05","0.04","0.0","0.0","67","76","61"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-06","0.23","0.0","0.0","61","65","46"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-07","0.00","0.0","0.0","48","57","39"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-08","0.00","0.0","0.0","44","55","33"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-09","0.14","0.0","0.0","45","58","33"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-10","0.01","0.0","0.0","46","56","40"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-11","0.13","0.0","0.0","47","63","37"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-12","0.00","0.0","0.0","52","60","45"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-13","0.00","0.0","0.0","45","50","31"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-14","0.00","0.0","0.0","39","57","26"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-15","0.00","0.0","0.0","49","65","39"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-16","0.12","0.0","0.0","47","56","38"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-17","0.20","0.0","0.0","50","59","47"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-18","0.35","0.0","0.0","59","62","54"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-19","0.00","0.0","0.0","51","54","32"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-20","0.00","0.0","0.0","39","51","29"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-21","0.28","1.3","0.0","40","45","27"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-22","0.00","0.0","1.2","25","31","16"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-23","0.00","0.0","0.0","33","45","27"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-24","0.00","0.0","0.0","38","53","29"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-25","0.00","0.0","0.0","46","58","37"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-26","0.00","0.0","0.0","55","62","51"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-27","1.13","0.0","0.0","59","61","45"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-28","0.22","0.0","0.0","42","45","38"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-29","0.00","0.0","0.0","39","42","36"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-11-30","0.00","0.0","0.0","40","50","36"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-01","0.04","0.0","0.0","46","48","32"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-02","0.15","0.6","0.0","34","38","29"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-03","0.00","0.0","1.2","31","35","24"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-04","0.00","0.0","0.0","32","37","29"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-05","0.00","0.0","0.0","32","39","28"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-06","0.00","0.0","0.0","36","53","28"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-07","0.05","0.0","0.0","42","43","39"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-08","0.00","0.0","0.0","43","55","34"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-09","0.00","0.0","0.0","48","56","42"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-10","0.00","0.0","0.0","47","57","39"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-11","0.00","0.0","0.0","49","58","41"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-12","0.00","0.0","0.0","63","70","57"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-13","0.00","0.0","0.0","60","62","55"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-14","0.36","0.0","0.0","57","66","42"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-15","0.00","0.0","0.0","42","43","39"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-16","0.02","0.0","0.0","44","54","36"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-17","0.00","0.0","0.0","36","40","29"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-18","0.00","0.0","0.0","31","34","28"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-19","0.00","0.0","0.0","28","34","21"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-20","0.00","0.0","0.0","35","50","25"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-21","0.45","0.0","0.0","48","54","43"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-22","0.07","0.0","0.0","50","54","44"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-23","0.79","0.0","0.0","55","64","47"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-24","0.00","0.0","0.0","47","56","35"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-25","0.00","0.0","0.0","47","51","41"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-26","0.98","0.0","0.0","46","57","42"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-27","1.86","0.0","0.0","49","59","38"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-28","0.81","0.0","0.0","37","49","36"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-29","0.01","0.0","0.0","40","45","33"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-30","0.00","0.0","0.0","33","36","30"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2015-12-31","0.00","0.0","0.0","30","31","28"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-01","0.00","0.0","0.0","27","30","23"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-02","0.00","0.0","0.0","30","39","25"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-03","0.00","0.0","0.0","30","34","25"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-04","0.00","0.0","0.0","30","35","25"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-05","0.00","0.0","0.0","26","33","18"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-06","0.00","0.0","0.0","28","42","21"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-07","0.00","0.0","0.0","36","49","27"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-08","0.26","0.0","0.0","43","50","41"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-09","0.53","0.0","0.0","47","50","38"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-10","0.29","1.5","2.0","28","38","8"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-11","0.01","0.3","2.0","12","30","6"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-12","0.04","1.6","3.1","23","31","5"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-13","0.00","0.0","3.1","9","25","1"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-14","0.00","0.0","3.1","31","50","24"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-15","0.13","0.0","0.0","44","46","31"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-16","0.00","0.0","0.0","31","32","23"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-17","0.01","0.5","0.0","20","25","5"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-18","0.00","0.0","0.0","6","13","1"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-19","0.00","0.0","0.0","9","19","3"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-20","0.13","1.9","2.0","18","22","16"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-21","0.00","0.0","2.0","19","28","13"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-22","0.00","0.0","1.2","23","28","20"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-23","0.00","0.0","0.0","24","31","18"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-24","0.00","0.0","0.0","24","40","14"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-25","0.01","0.0","0.0","33","50","25"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-26","0.01","0.0","0.0","38","50","28"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-27","0.00","0.0","0.0","28","32","24"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-28","0.00","0.0","0.0","34","48","28"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-29","0.00","0.0","0.0","34","39","26"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-30","0.00","0.0","0.0","42","61","31"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-01-31","0.04","0.0","0.0","52","60","41"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-01","0.00","0.0","0.0","43","50","33"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-02","0.30","0.0","0.0","41","61","31"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-03","0.00","0.0","0.0","49","61","30"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-04","0.00","0.0","0.0","30","32","22"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-05","0.00","0.0","0.0","28","41","20"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-06","0.00","0.0","0.0","30","46","20"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-07","0.00","0.0","0.0","40","55","32"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-08","0.04","0.3","0.0","35","39","22"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-09","0.01","0.8","0.0","22","23","15"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-10","0.01","0.3","1.2","15","18","10"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-11","0.00","0.0","0.0","16","27","9"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-12","0.00","0.0","0.0","22","27","17"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-13","0.00","0.0","0.0","15","20","7"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-14","0.10","2.2","0.0","16","20","13"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-15","0.00","0.0","2.0","24","34","20"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-16","0.00","0.0","1.2","31","38","27"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-17","0.00","0.0","0.0","33","40","30"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-18","0.00","0.0","0.0","35","45","28"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-19","0.00","0.0","0.0","49","63","39"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-20","0.00","0.0","0.0","55","72","42"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-21","0.00","0.0","0.0","50","56","35"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-22","0.00","0.0","0.0","40","50","32"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-23","0.00","0.0","0.0","40","53","29"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-24","1.70","0.6","0.0","36","36","33"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-25","0.00","0.2","0.0","33","35","32"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-26","0.00","0.0","0.0","33","39","30"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-27","0.00","0.0","0.0","36","55","24"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-28","0.08","0.0","0.0","51","67","40"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-02-29","0.01","0.0","0.0","47","56","36"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-01","0.39","0.0","0.0","42","48","24"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-02","0.00","0.0","0.0","27","37","18"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-03","0.06","1.2","1.2","34","41","30"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-04","0.01","0.0","0.0","34","39","29"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-05","0.00","0.0","0.0","36","44","32"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-06","0.00","0.0","0.0","41","54","33"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-07","0.01","0.0","0.0","52","68","43"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-08","0.00","0.0","0.0","62","74","52"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-09","0.26","0.0","0.0","62","67","56"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-10","0.66","0.0","0.0","56","59","44"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-11","0.00","0.0","0.0","47","59","40"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-12","0.01","0.0","0.0","53","64","46"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-13","0.41","0.0","0.0","59","69","55"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-14","0.09","0.0","0.0","59","62","54"
"USW00093819","INDIANAPOLIS INTERNATIONAL AIRPORT, IN US","2016-03-15","0.00","0.0","0.0","60","73","51"
